object,hasId,attributes,parents,children,srcOneToRelation,srcManyToRelation,dstToOneRelation,dstToManyRelation,mappingStrategy,parentMappingStrategy,associations,paretoOptimal
ProcessStateMachine,1,1,0,0,3,0,0,0,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
SecEmailChannel,1,1,2,0,0,0,0,0,JoinedSubclassStrategy,UnionSubclassStrategy,none,0
ProcessStateMachineState,1,3,0,0,0,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
EmailChannel,1,1,1,1,0,0,0,0,UnionSubclassStrategy,UnionSubclassStrategy,none,0
ProcessStateMachineExecution,1,3,0,0,0,0,0,0,UnionSubclassStrategy,none,none,0
Principal,1,2,0,3,1,0,0,0,UnionSuperclassStrategy,none,OwnAssociationTableStrategy,0
Person,1,1,1,1,0,0,0,0,UnionSuperclassStrategy,UnionSuperclassStrategy,none,0
ProcessStateMachine,1,1,0,0,3,0,0,0,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy,0
ProcessStateMachineAction,1,2,0,0,0,0,0,0,UnionSubclassStrategy,none,none,0
SecEmailChannel,1,1,2,0,0,0,0,0,JoinedSubclassStrategy,JoinedSubclassStrategy,none,0
ProcessStateMachineExecution,1,3,0,0,0,0,0,0,UnionSubclassStrategy,none,none,0
Viewer,1,1,2,0,0,0,0,0,JoinedSubclassStrategy,JoinedSubclassStrategy,none,0
Institution,1,1,1,0,0,0,0,0,UnionSubclassStrategy,UnionSubclassStrategy,none,0
ProcessStateMachineTransition,1,3,0,0,0,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
Principal,1,2,0,3,1,0,0,0,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy,0
Person,1,1,1,1,0,0,0,0,JoinedSubclassStrategy,UnionSubclassStrategy,none,0
SecEmailChannel,1,1,2,0,0,0,0,0,UnionSubclassStrategy,UnionSubclassStrategy,none,0
ProcessStateMachineExecution,1,3,0,0,0,0,0,0,UnionSubclassStrategy,none,none,0
ProcessStateMachineTransition,1,3,0,0,0,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
ProcessStateMachineAction,1,2,0,0,0,0,0,0,UnionSubclassStrategy,none,none,0
Viewer,1,1,2,0,0,0,0,0,UnionSubclassStrategy,JoinedSubclassStrategy,none,0
Person,1,1,1,1,0,0,0,0,JoinedSubclassStrategy,UnionSubclassStrategy,none,0
ProcessStateMachineState,1,3,0,0,0,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
ProcessStateMachine,1,1,0,0,3,0,0,0,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
ProcessStateMachineEvent,1,1,0,0,0,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
Institution,1,1,1,0,0,0,0,0,UnionSubclassStrategy,UnionSubclassStrategy,none,0
Principal,1,2,0,3,1,0,0,0,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy,0
Viewer,1,1,2,0,0,0,0,0,UnionSubclassStrategy,UnionSubclassStrategy,none,0
ProcessStateMachineEvent,1,1,0,0,0,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
ProcessStateMachineAction,1,2,0,0,0,0,0,0,UnionSubclassStrategy,none,none,0
SecEmailChannel,1,1,2,0,0,0,0,0,JoinedSubclassStrategy,UnionSubclassStrategy,none,0
Institution,1,1,1,0,0,0,0,0,JoinedSubclassStrategy,UnionSubclassStrategy,none,0
Principal,1,2,0,3,1,0,0,0,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy,0
ProcessStateMachineTransition,1,3,0,0,0,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
ProcessStateMachineExecution,1,3,0,0,0,0,0,0,UnionSubclassStrategy,none,none,0
Person,1,1,1,1,0,0,0,0,UnionSubclassStrategy,UnionSubclassStrategy,none,0
ProcessStateMachine,1,1,0,0,3,0,0,0,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Principal,1,2,0,3,1,0,0,0,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
SMSChannel,1,2,1,0,0,0,0,0,JoinedSubclassStrategy,UnionSubclassStrategy,none,0
EmailChannel,1,1,1,1,0,0,0,0,UnionSubclassStrategy,UnionSubclassStrategy,none,0
ProcessStateMachine,1,1,0,0,3,0,0,0,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
ProcessStateMachineState,1,3,0,0,0,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
Channel,1,1,0,3,0,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
Viewer,1,1,2,0,0,0,0,0,JoinedSubclassStrategy,UnionSubclassStrategy,none,0
Institution,1,1,1,0,0,0,0,0,JoinedSubclassStrategy,UnionSubclassStrategy,none,0
ProcessStateMachineAction,1,2,0,0,0,0,0,0,UnionSubclassStrategy,none,none,0
ProcessStateMachineEvent,1,1,0,0,0,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
SecEmailChannel,1,1,2,0,0,0,0,0,UnionSubclassStrategy,UnionSubclassStrategy,none,0
ProcessStateMachineExecution,1,3,0,0,0,0,0,0,UnionSubclassStrategy,none,none,0
Person,1,1,1,1,0,0,0,0,UnionSubclassStrategy,UnionSubclassStrategy,none,0
ProcessStateMachineAction,1,2,0,0,0,0,0,0,UnionSubclassStrategy,none,none,0
ProcessStateMachineEvent,1,1,0,0,0,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
EmailChannel,1,1,1,1,0,0,0,0,JoinedSubclassStrategy,UnionSubclassStrategy,none,0
ProcessStateMachine,1,1,0,0,3,0,0,0,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy,0
Institution,1,1,1,0,0,0,0,0,UnionSubclassStrategy,UnionSubclassStrategy,none,0
Person,1,1,1,1,0,0,0,0,UnionSubclassStrategy,UnionSubclassStrategy,none,0
Principal,1,2,0,3,1,0,0,0,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
SecEmailChannel,1,1,2,0,0,0,0,0,JoinedSubclassStrategy,JoinedSubclassStrategy,none,0
SMSChannel,1,2,1,0,0,0,0,0,JoinedSubclassStrategy,UnionSubclassStrategy,none,0
Channel,1,1,0,3,0,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
Viewer,1,1,2,0,0,0,0,0,UnionSubclassStrategy,UnionSubclassStrategy,none,0
ProcessStateMachineExecution,1,3,0,0,0,0,0,0,UnionSubclassStrategy,none,none,0
ProcessStateMachineExecution,1,3,0,0,0,0,0,0,UnionSubclassStrategy,none,none,0
Institution,1,1,1,0,0,0,0,0,JoinedSubclassStrategy,UnionSubclassStrategy,none,0
ProcessStateMachineTransition,1,3,0,0,0,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
SecEmailChannel,1,1,2,0,0,0,0,0,JoinedSubclassStrategy,UnionSubclassStrategy,none,0
Principal,1,2,0,3,1,0,0,0,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy,0
ProcessStateMachine,1,1,0,0,3,0,0,0,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Viewer,1,1,2,0,0,0,0,0,JoinedSubclassStrategy,UnionSubclassStrategy,none,0
ProcessStateMachineAction,1,2,0,0,0,0,0,0,UnionSubclassStrategy,none,none,0
ProcessStateMachineEvent,1,1,0,0,0,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
Person,1,1,1,1,0,0,0,0,UnionSubclassStrategy,UnionSubclassStrategy,none,0
ProcessStateMachineEvent,1,1,0,0,0,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
ProcessStateMachineExecution,1,3,0,0,0,0,0,0,UnionSubclassStrategy,none,none,0
Principal,1,2,0,3,1,0,0,0,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy,0
SecEmailChannel,1,1,2,0,0,0,0,0,JoinedSubclassStrategy,UnionSubclassStrategy,none,0
ProcessStateMachineTransition,1,3,0,0,0,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
Institution,1,1,1,0,0,0,0,0,UnionSubclassStrategy,UnionSubclassStrategy,none,0
ProcessStateMachineAction,1,2,0,0,0,0,0,0,UnionSubclassStrategy,none,none,0
ProcessStateMachine,1,1,0,0,3,0,0,0,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Viewer,1,1,2,0,0,0,0,0,UnionSubclassStrategy,UnionSubclassStrategy,none,0
ProcessStateMachineState,1,3,0,0,0,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
Person,1,1,1,1,0,0,0,0,UnionSubclassStrategy,UnionSubclassStrategy,none,0
ProcessStateMachineTransition,1,3,0,0,0,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy,1
Institution,1,1,1,0,0,0,0,0,UnionSubclassStrategy,UnionSubclassStrategy,none,1
Person,1,1,1,1,0,0,0,0,JoinedSubclassStrategy,UnionSubclassStrategy,none,1
SecEmailChannel,1,1,2,0,0,0,0,0,JoinedSubclassStrategy,JoinedSubclassStrategy,none,1
Viewer,1,1,2,0,0,0,0,0,UnionSubclassStrategy,JoinedSubclassStrategy,none,1
ProcessStateMachineExecution,1,3,0,0,0,0,0,0,UnionSubclassStrategy,none,none,1
Channel,1,1,0,3,0,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy,1
EmailChannel,1,1,1,1,0,0,0,0,JoinedSubclassStrategy,UnionSubclassStrategy,none,1
ProcessStateMachineAction,1,2,0,0,0,0,0,0,UnionSubclassStrategy,none,none,1
SMSChannel,1,2,1,0,0,0,0,0,UnionSubclassStrategy,UnionSubclassStrategy,none,1
ProcessStateMachine,1,1,0,0,3,0,0,0,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy,1
Principal,1,2,0,3,1,0,0,0,UnionSubclassStrategy,none,OwnAssociationTableStrategy,1
ProcessStateMachineExecution,1,3,0,0,0,0,0,0,UnionSubclassStrategy,none,none,0
Person,1,1,1,1,0,0,0,0,JoinedSubclassStrategy,UnionSubclassStrategy,none,0
SMSChannel,1,2,1,0,0,0,0,0,JoinedSubclassStrategy,UnionSubclassStrategy,none,0
ProcessStateMachineAction,1,2,0,0,0,0,0,0,UnionSubclassStrategy,none,none,0
Channel,1,1,0,3,0,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
Viewer,1,1,2,0,0,0,0,0,UnionSubclassStrategy,JoinedSubclassStrategy,none,0
EmailChannel,1,1,1,1,0,0,0,0,JoinedSubclassStrategy,UnionSubclassStrategy,none,0
ProcessStateMachine,1,1,0,0,3,0,0,0,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+ForeignKeyEmbeddingStrategy+ForeignKeyEmbeddingStrategy,0
SecEmailChannel,1,1,2,0,0,0,0,0,JoinedSubclassStrategy,JoinedSubclassStrategy,none,0
Institution,1,1,1,0,0,0,0,0,JoinedSubclassStrategy,UnionSubclassStrategy,none,0
Principal,1,2,0,3,1,0,0,0,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
Person,1,1,1,1,0,0,0,0,JoinedSubclassStrategy,UnionSubclassStrategy,none,0
ProcessStateMachineAction,1,2,0,0,0,0,0,0,UnionSubclassStrategy,none,none,0
Principal,1,2,0,3,1,0,0,0,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
ProcessStateMachineTransition,1,3,0,0,0,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
EmailChannel,1,1,1,1,0,0,0,0,JoinedSubclassStrategy,UnionSubclassStrategy,none,0
Institution,1,1,1,0,0,0,0,0,JoinedSubclassStrategy,UnionSubclassStrategy,none,0
ProcessStateMachineExecution,1,3,0,0,0,0,0,0,UnionSubclassStrategy,none,none,0
SecEmailChannel,1,1,2,0,0,0,0,0,UnionSubclassStrategy,JoinedSubclassStrategy,none,0
Viewer,1,1,2,0,0,0,0,0,UnionSubclassStrategy,JoinedSubclassStrategy,none,0
ProcessStateMachineState,1,3,0,0,0,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
SMSChannel,1,2,1,0,0,0,0,0,UnionSubclassStrategy,UnionSubclassStrategy,none,0
ProcessStateMachine,1,1,0,0,3,0,0,0,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Channel,1,1,0,3,0,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
ProcessStateMachineEvent,1,1,0,0,0,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
ProcessStateMachineState,1,3,0,0,0,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
Person,1,1,1,1,0,0,0,0,UnionSubclassStrategy,UnionSubclassStrategy,none,0
ProcessStateMachineExecution,1,3,0,0,0,0,0,0,UnionSubclassStrategy,none,none,0
Viewer,1,1,2,0,0,0,0,0,UnionSubclassStrategy,UnionSubclassStrategy,none,0
Principal,1,2,0,3,1,0,0,0,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy,0
ProcessStateMachine,1,1,0,0,3,0,0,0,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
ProcessStateMachineAction,1,2,0,0,0,0,0,0,UnionSubclassStrategy,none,none,0
SecEmailChannel,1,1,2,0,0,0,0,0,UnionSubclassStrategy,UnionSubclassStrategy,none,0
Institution,1,1,1,0,0,0,0,0,UnionSubclassStrategy,UnionSubclassStrategy,none,0
ProcessStateMachineEvent,1,1,0,0,0,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
ProcessStateMachine,1,1,0,0,3,0,0,0,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy,0
ProcessStateMachineAction,1,2,0,0,0,0,0,0,UnionSubclassStrategy,none,none,0
Person,1,1,1,1,0,0,0,0,JoinedSubclassStrategy,UnionSubclassStrategy,none,0
SecEmailChannel,1,1,2,0,0,0,0,0,JoinedSubclassStrategy,UnionSubclassStrategy,none,0
Principal,1,2,0,3,1,0,0,0,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
Viewer,1,1,2,0,0,0,0,0,JoinedSubclassStrategy,JoinedSubclassStrategy,none,0
ProcessStateMachineExecution,1,3,0,0,0,0,0,0,UnionSubclassStrategy,none,none,0
EmailChannel,1,1,1,1,0,0,0,0,UnionSubclassStrategy,UnionSubclassStrategy,none,0
SMSChannel,1,2,1,0,0,0,0,0,UnionSubclassStrategy,UnionSubclassStrategy,none,0
Institution,1,1,1,0,0,0,0,0,JoinedSubclassStrategy,UnionSubclassStrategy,none,0
Channel,1,1,0,3,0,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
EmailChannel,1,1,1,1,0,0,0,0,UnionSubclassStrategy,UnionSubclassStrategy,none,0
ProcessStateMachineAction,1,2,0,0,0,0,0,0,UnionSubclassStrategy,none,none,0
Principal,1,2,0,3,1,0,0,0,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
ProcessStateMachine,1,1,0,0,3,0,0,0,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy,0
ProcessStateMachineTransition,1,3,0,0,0,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
Person,1,1,1,1,0,0,0,0,JoinedSubclassStrategy,UnionSubclassStrategy,none,0
Channel,1,1,0,3,0,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
Viewer,1,1,2,0,0,0,0,0,JoinedSubclassStrategy,JoinedSubclassStrategy,none,0
SMSChannel,1,2,1,0,0,0,0,0,UnionSubclassStrategy,UnionSubclassStrategy,none,0
SecEmailChannel,1,1,2,0,0,0,0,0,JoinedSubclassStrategy,UnionSubclassStrategy,none,0
Institution,1,1,1,0,0,0,0,0,UnionSubclassStrategy,UnionSubclassStrategy,none,0
ProcessStateMachineExecution,1,3,0,0,0,0,0,0,UnionSubclassStrategy,none,none,0
ProcessStateMachineState,1,3,0,0,0,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
Person,1,1,1,1,0,0,0,0,JoinedSubclassStrategy,UnionSubclassStrategy,none,0
Principal,1,2,0,3,1,0,0,0,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy,0
ProcessStateMachine,1,1,0,0,3,0,0,0,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
ProcessStateMachineTransition,1,3,0,0,0,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
Institution,1,1,1,0,0,0,0,0,UnionSubclassStrategy,UnionSubclassStrategy,none,0
ProcessStateMachineAction,1,2,0,0,0,0,0,0,UnionSubclassStrategy,none,none,0
SecEmailChannel,1,1,2,0,0,0,0,0,JoinedSubclassStrategy,UnionSubclassStrategy,none,0
Viewer,1,1,2,0,0,0,0,0,UnionSubclassStrategy,JoinedSubclassStrategy,none,0
ProcessStateMachineExecution,1,3,0,0,0,0,0,0,UnionSubclassStrategy,none,none,0
ProcessStateMachineEvent,1,1,0,0,0,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
Person,1,1,1,1,0,0,0,0,UnionSubclassStrategy,UnionSubclassStrategy,none,0
SMSChannel,1,2,1,0,0,0,0,0,JoinedSubclassStrategy,UnionSubclassStrategy,none,0
ProcessStateMachineAction,1,2,0,0,0,0,0,0,UnionSubclassStrategy,none,none,0
ProcessStateMachineEvent,1,1,0,0,0,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
Viewer,1,1,2,0,0,0,0,0,UnionSubclassStrategy,UnionSubclassStrategy,none,0
Channel,1,1,0,3,0,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
Institution,1,1,1,0,0,0,0,0,JoinedSubclassStrategy,UnionSubclassStrategy,none,0
EmailChannel,1,1,1,1,0,0,0,0,UnionSubclassStrategy,UnionSubclassStrategy,none,0
ProcessStateMachine,1,1,0,0,3,0,0,0,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy,0
ProcessStateMachineExecution,1,3,0,0,0,0,0,0,UnionSubclassStrategy,none,none,0
Principal,1,2,0,3,1,0,0,0,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
SecEmailChannel,1,1,2,0,0,0,0,0,JoinedSubclassStrategy,UnionSubclassStrategy,none,0
Channel,1,1,0,3,0,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
SMSChannel,1,2,1,0,0,0,0,0,UnionSubclassStrategy,UnionSubclassStrategy,none,0
Viewer,1,1,2,0,0,0,0,0,JoinedSubclassStrategy,UnionSubclassStrategy,none,0
Person,1,1,1,1,0,0,0,0,UnionSubclassStrategy,UnionSubclassStrategy,none,0
EmailChannel,1,1,1,1,0,0,0,0,JoinedSubclassStrategy,UnionSubclassStrategy,none,0
ProcessStateMachineExecution,1,3,0,0,0,0,0,0,UnionSubclassStrategy,none,none,0
ProcessStateMachineState,1,3,0,0,0,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
Institution,1,1,1,0,0,0,0,0,JoinedSubclassStrategy,UnionSubclassStrategy,none,0
ProcessStateMachineEvent,1,1,0,0,0,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
Principal,1,2,0,3,1,0,0,0,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
ProcessStateMachineAction,1,2,0,0,0,0,0,0,UnionSubclassStrategy,none,none,0
SecEmailChannel,1,1,2,0,0,0,0,0,JoinedSubclassStrategy,JoinedSubclassStrategy,none,0
ProcessStateMachine,1,1,0,0,3,0,0,0,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
SecEmailChannel,1,1,2,0,0,0,0,0,UnionSubclassStrategy,UnionSubclassStrategy,none,0
Institution,1,1,1,0,0,0,0,0,JoinedSubclassStrategy,UnionSubclassStrategy,none,0
ProcessStateMachineEvent,1,1,0,0,0,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
EmailChannel,1,1,1,1,0,0,0,0,UnionSubclassStrategy,UnionSubclassStrategy,none,0
SMSChannel,1,2,1,0,0,0,0,0,JoinedSubclassStrategy,UnionSubclassStrategy,none,0
ProcessStateMachineTransition,1,3,0,0,0,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
ProcessStateMachineAction,1,2,0,0,0,0,0,0,UnionSubclassStrategy,none,none,0
Channel,1,1,0,3,0,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
Person,1,1,1,1,0,0,0,0,UnionSubclassStrategy,UnionSubclassStrategy,none,0
ProcessStateMachine,1,1,0,0,3,0,0,0,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
ProcessStateMachineExecution,1,3,0,0,0,0,0,0,UnionSubclassStrategy,none,none,0
Principal,1,2,0,3,1,0,0,0,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
Viewer,1,1,2,0,0,0,0,0,UnionSubclassStrategy,UnionSubclassStrategy,none,0
ProcessStateMachineExecution,1,3,0,0,0,0,0,0,UnionSubclassStrategy,none,none,0
ProcessStateMachineAction,1,2,0,0,0,0,0,0,UnionSubclassStrategy,none,none,0
Viewer,1,1,2,0,0,0,0,0,JoinedSubclassStrategy,UnionSubclassStrategy,none,0
ProcessStateMachineTransition,1,3,0,0,0,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
EmailChannel,1,1,1,1,0,0,0,0,UnionSubclassStrategy,UnionSubclassStrategy,none,0
Institution,1,1,1,0,0,0,0,0,JoinedSubclassStrategy,UnionSubclassStrategy,none,0
ProcessStateMachineState,1,3,0,0,0,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
SMSChannel,1,2,1,0,0,0,0,0,JoinedSubclassStrategy,UnionSubclassStrategy,none,0
Channel,1,1,0,3,0,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
ProcessStateMachineEvent,1,1,0,0,0,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
ProcessStateMachine,1,1,0,0,3,0,0,0,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Person,1,1,1,1,0,0,0,0,UnionSubclassStrategy,UnionSubclassStrategy,none,0
SecEmailChannel,1,1,2,0,0,0,0,0,UnionSubclassStrategy,UnionSubclassStrategy,none,0
Principal,1,2,0,3,1,0,0,0,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
ProcessStateMachineAction,1,2,0,0,0,0,0,0,UnionSubclassStrategy,none,none,0
ProcessStateMachineExecution,1,3,0,0,0,0,0,0,UnionSubclassStrategy,none,none,0
ProcessStateMachineEvent,1,1,0,0,0,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
Person,1,1,1,1,0,0,0,0,JoinedSubclassStrategy,UnionSubclassStrategy,none,0
Principal,1,2,0,3,1,0,0,0,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy,0
ProcessStateMachine,1,1,0,0,3,0,0,0,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
Viewer,1,1,2,0,0,0,0,0,UnionSubclassStrategy,JoinedSubclassStrategy,none,0
SecEmailChannel,1,1,2,0,0,0,0,0,UnionSubclassStrategy,UnionSubclassStrategy,none,0
ProcessStateMachineState,1,3,0,0,0,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
Institution,1,1,1,0,0,0,0,0,JoinedSubclassStrategy,UnionSubclassStrategy,none,0
ProcessStateMachine,1,1,0,0,3,0,0,0,UnionSubclassStrategy,none,OwnAssociationTableStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
ProcessStateMachineExecution,1,3,0,0,0,0,0,0,UnionSubclassStrategy,none,none,0
ProcessStateMachineTransition,1,3,0,0,0,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
Institution,1,1,1,0,0,0,0,0,JoinedSubclassStrategy,UnionSubclassStrategy,none,0
Viewer,1,1,2,0,0,0,0,0,JoinedSubclassStrategy,UnionSubclassStrategy,none,0
ProcessStateMachineState,1,3,0,0,0,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
Person,1,1,1,1,0,0,0,0,UnionSubclassStrategy,UnionSubclassStrategy,none,0
SecEmailChannel,1,1,2,0,0,0,0,0,JoinedSubclassStrategy,JoinedSubclassStrategy,none,0
ProcessStateMachineEvent,1,1,0,0,0,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
Principal,1,2,0,3,1,0,0,0,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy,0
ProcessStateMachineAction,1,2,0,0,0,0,0,0,UnionSubclassStrategy,none,none,0
ProcessStateMachine,1,1,0,0,3,0,0,0,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+ForeignKeyEmbeddingStrategy+ForeignKeyEmbeddingStrategy,0
ProcessStateMachineAction,1,2,0,0,0,0,0,0,UnionSubclassStrategy,none,none,0
Viewer,1,1,2,0,0,0,0,0,UnionSubclassStrategy,UnionSubclassStrategy,none,0
ProcessStateMachineExecution,1,3,0,0,0,0,0,0,UnionSubclassStrategy,none,none,0
Principal,1,2,0,3,1,0,0,0,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy,0
SecEmailChannel,1,1,2,0,0,0,0,0,UnionSubclassStrategy,JoinedSubclassStrategy,none,0
Person,1,1,1,1,0,0,0,0,UnionSubclassStrategy,UnionSubclassStrategy,none,0
Institution,1,1,1,0,0,0,0,0,JoinedSubclassStrategy,UnionSubclassStrategy,none,0
Institution,1,1,1,0,0,0,0,0,UnionSuperclassStrategy,UnionSuperclassStrategy,none,0
ProcessStateMachineState,1,3,0,0,0,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
Principal,1,2,0,3,1,0,0,0,UnionSuperclassStrategy,none,ForeignKeyEmbeddingStrategy,0
SecEmailChannel,1,1,2,0,0,0,0,0,JoinedSubclassStrategy,JoinedSubclassStrategy,none,0
Viewer,1,1,2,0,0,0,0,0,UnionSubclassStrategy,UnionSuperclassStrategy,none,0
ProcessStateMachineAction,1,2,0,0,0,0,0,0,UnionSubclassStrategy,none,none,0
Person,1,1,1,1,0,0,0,0,UnionSuperclassStrategy,UnionSuperclassStrategy,none,0
ProcessStateMachine,1,1,0,0,3,0,0,0,UnionSubclassStrategy,none,ForeignKeyEmbeddingStrategy+OwnAssociationTableStrategy+OwnAssociationTableStrategy,0
ProcessStateMachineExecution,1,3,0,0,0,0,0,0,UnionSubclassStrategy,none,none,0
ProcessStateMachineTransition,1,3,0,0,0,0,0,1,UnionSubclassStrategy,none,OwnAssociationTableStrategy,0
